,id_acidente,codloga,logradouroA,codlogb,logradouroB,alt_num,referencia,data,cod_acid,tipo_acidente,dp,numero_BO,sentido,pista,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_informacao,carroca,princ_a,paiA,princ_b,paiB,cod_distrito,distrito,vit_ferida,vit_morta,local,lat,lon,loc/type,loc/coordinates/0,loc/coordinates/1
4460,D031300117,5887,"DIOGO, RUA MAJ",NA,,500,,12/03/2013 18:30,2,CO,5,1398, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5887,"DIOGO, RUA MAJ",NA,,67,REPUBLICA,1,0,"DIOGO, RUA MAJ 500 SAO PAULO SP",-23.5556172,-46.6430459,Point,-46.6430459,-23.5556172
93,D011300055,14804,"NOVE DE JULHO, AV",NA,,871,,03/01/2013 13:05,4,AT,4,65, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 871 SAO PAULO SP",-23.5514675,-46.64633,Point,-46.64633,-23.5514675
9402,D051300101,14804,"NOVE DE JULHO, AV",NA,,848,,18/05/2013 23:38,2,SI,4,4223, , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,2,0,"NOVE DE JULHO, AV 848 SAO PAULO SP",-23.5513225,-46.6464442,Point,-46.6464442,-23.5513225
6033,D041300090,14804,"NOVE DE JULHO, AV",NA,,848,,03/04/2013 15:20,2,CT,4,2477, , ,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 848 SAO PAULO SP",-23.5513225,-46.6464442,Point,-46.6464442,-23.5513225
6421,D041300282,12165,"LUIS ANTONIO, AV BRIG",NA,,3388,,08/04/2013 12:44,2,CO,78,2788, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 3388 SAO PAULO SP",-23.5749754,-46.6567468,Point,-46.6567468,-23.5749754
354,D011300062,14804,"NOVE DE JULHO, AV",NA,,851,,09/01/2013 11:55,4,AT,4,200, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 851 SAO PAULO SP",-23.5514388,-46.6462206,Point,-46.6462206,-23.5514388
4582,D031300816,27955,"FORTUNATA TADIELLO NATUCCI, AV",NA,,100,,14/03/2013 13:20,2,CO,46,1252, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27955,"FORTUNATA TADIELLO NATUCCI, AV",NA,,3,ANHANGUERA,1,0,"FORTUNATA TADIELLO NATUCCI, AV 100 SAO PAULO SP",-23.570485,-46.6451425,Point,-46.6451425,-23.570485
11754,D061301285,44742,"BERNARDINO BRITO FONSECA DE CA, AV",NA,,100,,20/06/2013 16:49,4,AT,21,7014, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44742,"BERNARDINO BRITO FONSECA DE CA, AV",NA,,93,VILA MATILDE,1,0,"BERNARDINO BRITO FONSECA DE CA, AV 100 SAO PAULO SP",-23.570485,-46.6451425,Point,-46.6451425,-23.570485
9736,D051300298,9159,"INDIANOPOLIS, AV",NA,,100,,23/05/2013 14:30,2,CO,16,7014, , ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9159,"INDIANOPOLIS, AV",NA,,79,SAUDE,2,0,"INDIANOPOLIS, AV 100 SAO PAULO SP",-23.570485,-46.6451425,Point,-46.6451425,-23.570485
4752,D031300091,2617,"AVANHANDAVA, RUA",13614,"MARTINHO PRADO, RUA",0,,16/03/2013 19:58,2,CO,4,2088, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,"AVANHANDAVA, RUA",13614,"MARTINHO PRADO, RUA",67,REPUBLICA,1,0,"AVANHANDAVA, RUA SAO PAULO SP &  MARTINHO PRADO, RUA SAO PAULO SP",-23.5509028,-46.6466838,Point,-46.6466838,-23.5509028
10227,D051300092,18040,"SERGIPE, RUA",NA,,478,,31/05/2013 05:45,2,CH,4,3802, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18040,"SERGIPE, RUA",NA,,7,BELA VISTA,1,0,"SERGIPE, RUA 478 SAO PAULO SP",-23.5477293,-46.6582133,Point,-46.6582133,-23.5477293
3058,D021300204,5175,"COLOMBIA, RUA",NA,,100,,22/02/2013 12:15,2,CO,78,1432, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,"COLOMBIA, RUA",NA,,44,JARDIM PAULISTA,1,0,"COLOMBIA, RUA 100 SAO PAULO SP",-23.5673239,-46.6699827,Point,-46.6699827,-23.5673239
2396,D021300079,21822,"QUATORZE DE JULHO, RUA",NA,,26,,12/02/2013 14:00,2,CO,5,789, , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21822,"QUATORZE DE JULHO, RUA",NA,,17,CAMPO LIMPO,2,0,"QUATORZE DE JULHO, RUA 26 SAO PAULO SP",-23.5543421,-46.6433964,Point,-46.6433964,-23.5543421
11821,D061300502,16919,"REBOUCAS, AV",NA,,990,,21/06/2013 12:50,2,CL,14,6358, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 990 SAO PAULO SP",-23.5601082,-46.6714501,Point,-46.6714501,-23.5601082
2541,D021300064,2497,"AUGUSTA, RUA",NA,,108,,14/02/2013 19:30,2,CO,4,1150, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2497,"AUGUSTA, RUA",NA,,26,CONSOLACAO,1,0,"AUGUSTA, RUA 108 SAO PAULO SP",-23.5503188,-46.6472182,Point,-46.6472182,-23.5503188
1681,D021300075,8871,"HUMAITA, RUA",19660,"VICENTE PRADO, RUA",0,,01/02/2013 07:00,2,CH,5,599, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871,"HUMAITA, RUA",19660,"VICENTE PRADO, RUA",7,BELA VISTA,1,0,"HUMAITA, RUA SAO PAULO SP &  VICENTE PRADO, RUA SAO PAULO SP",-23.5583029,-46.6415669,Point,-46.6415669,-23.5583029
11808,D061300364,15124,"OSCAR PORTO, RUA CEL",16810,"RAFAEL DE BARROS, RUA DR",0,,21/06/2013 09:38,2,CO,36,5432, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15124,"OSCAR PORTO, RUA CEL",16810,"RAFAEL DE BARROS, RUA DR",92,VILA MARIANA,1,0,"OSCAR PORTO, RUA CEL SAO PAULO SP &  RAFAEL DE BARROS, RUA DR SAO PAULO SP",-23.5727209,-46.6474436,Point,-46.6474436,-23.5727209
4056,D031300085,17557,"SABARA, RUA",16204,"PIAUI, RUA",0,,07/03/2013 19:20,2,CL,4,1832, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,"PIAUI, RUA",17557,"SABARA, RUA",26,CONSOLACAO,1,0,"SABARA, RUA SAO PAULO SP &  PIAUI, RUA SAO PAULO SP",-23.5474253,-46.65488,Point,-46.65488,-23.5474253
10161,D051302270,12165,"LUIS ANTONIO, AV BRIG",NA,,966,,29/05/2013 20:40,4,AT,77,3276,B, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,NA,,0,1,"LUIS ANTONIO, AV BRIG 966 SAO PAULO SP",-23.5581277,-46.6414417,Point,-46.6414417,-23.5581277
2558,D021300473,2271,"ARNALDO, AV DR",NA,,300,,15/02/2013 07:30,4,AT,23,840, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,"ARNALDO, AV DR",NA,,26,CONSOLACAO,1,0,"ARNALDO, AV DR 300 SAO PAULO SP",-23.55447,-46.6698183,Point,-46.6698183,-23.55447
5614,D031300099,1356,"ANGELICA, AV",10947,"JOSE EUSEBIO, RUA CEL",0,,28/03/2013 17:00,2,CO,4,2325, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,"ANGELICA, AV",10947,"JOSE EUSEBIO, RUA CEL",26,CONSOLACAO,1,0,"ANGELICA, AV SAO PAULO SP &  JOSE EUSEBIO, RUA CEL SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
4328,D031300243,1356,"ANGELICA, AV",9847,"JAGUARIBE, RUA",0,,11/03/2013 10:16,4,AT,77,1075, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,"ANGELICA, AV",9847,"JAGUARIBE, RUA",70,SANTA CECILIA,1,0,"ANGELICA, AV SAO PAULO SP &  JAGUARIBE, RUA SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
879,D011300073,1356,"ANGELICA, AV",18040,"SERGIPE, RUA",0,,18/01/2013 13:45,2,CO,4,465, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,"ANGELICA, AV",18040,"SERGIPE, RUA",26,CONSOLACAO,1,0,"ANGELICA, AV SAO PAULO SP &  SERGIPE, RUA SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
451,D011300174,1356,"ANGELICA, AV",8771,"HIGIENOPOLIS, AV",0,,11/01/2013 00:50,2,CO,77,194, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1356,"ANGELICA, AV",8771,"HIGIENOPOLIS, AV",26,CONSOLACAO,3,0,"ANGELICA, AV SAO PAULO SP &  HIGIENOPOLIS, AV SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
12313,D061300091,1356,"ANGELICA, AV",426,"ALAGOAS, RUA",0,,29/06/2013 07:30,2,CO,4,5714, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,"ALAGOAS, RUA",1356,"ANGELICA, AV",26,CONSOLACAO,1,0,"ANGELICA, AV SAO PAULO SP &  ALAGOAS, RUA SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
1452,D011300183,1356,"ANGELICA, AV",9646,"ITU, RUA BRA DE",0,,27/01/2013 21:30,2,CO,77,502, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,"ANGELICA, AV",9646,"ITU, RUA BRA DE",70,SANTA CECILIA,1,0,"ANGELICA, AV SAO PAULO SP &  ITU, RUA BRA DE SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
7033,D041300101,1356,"ANGELICA, AV",426,"ALAGOAS, RUA",0,,17/04/2013 05:30,2,CO,4,2808, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,"ALAGOAS, RUA",1356,"ANGELICA, AV",26,CONSOLACAO,2,0,"ANGELICA, AV SAO PAULO SP &  ALAGOAS, RUA SAO PAULO SP",-23.5474146,-46.6586504,Point,-46.6586504,-23.5474146
691,D011300066,16204,"PIAUI, RUA",17557,"SABARA, RUA",0,,14/01/2013 18:00,2,CO,4,350, , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16204,"PIAUI, RUA",17557,"SABARA, RUA",26,CONSOLACAO,1,0,"PIAUI, RUA SAO PAULO SP &  SABARA, RUA SAO PAULO SP",-23.5474501,-46.6534603,Point,-46.6534603,-23.5474501
7967,D041300302,12165,"LUIS ANTONIO, AV BRIG",NA,,3500,,30/04/2013 06:30,2,CO,78,3522, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 3500 SAO PAULO SP",-23.5755755,-46.657521,Point,-46.657521,-23.5755755
2102,D021300324,19271,"TUTOIA, RUA",NA,,435,,07/02/2013 11:45,2,CO,36,627, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19271,"TUTOIA, RUA",NA,,9,BOM RETIRO,1,0,"TUTOIA, RUA 435 SAO PAULO SP",-23.5746256,-46.6506346,Point,-46.6506346,-23.5746256
8726,D051300131,9763,"JACEGUAI, RUA",NA,,618,,09/05/2013 22:06,4,AT,5,3888, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9763,"JACEGUAI, RUA",NA,,17,CAMPO LIMPO,1,0,"JACEGUAI, RUA 618 SAO PAULO SP",-23.5552098,-46.6421794,Point,-46.6421794,-23.5552098
4806,D031300136,16010,"PEDROSO, RUA",19583,"VERGUEIRO, RUA",0,,17/03/2013 20:45,2,CL,5,2770, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16010,"PEDROSO, RUA",19583,"VERGUEIRO, RUA",49,LIBERDADE,1,0,"PEDROSO, RUA SAO PAULO SP &  VERGUEIRO, RUA SAO PAULO SP",-23.5626761,-46.6407018,Point,-46.6407018,-23.5626761
8642,D051300130,35600,"PEDROSO, VD",4244,"CARDIM, RUA MAEST",0,,08/05/2013 22:30,2,CO,5,3854, , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,"CARDIM, RUA MAEST",16010,"PEDROSO, RUA",49,LIBERDADE,1,0,"PEDROSO, VD SAO PAULO SP &  CARDIM, RUA MAEST SAO PAULO SP",-23.5626545,-46.6406574,Point,-46.6406574,-23.5626545
258,D011300058,5245,"CONSOLACAO, RUA DA",NA,,867,,07/01/2013 16:30,2,CO,4,153, , ,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 867 SAO PAULO SP",-23.5482703,-46.6496056,Point,-46.6496056,-23.5482703
10488,D061300204,14804,"NOVE DE JULHO, AV",NA,,712,,03/06/2013 23:06,4,AT,78,4774, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,2,0,"NOVE DE JULHO, AV 712 SAO PAULO SP",-23.5509715,-46.6453418,Point,-46.6453418,-23.5509715
8331,D051300559,16919,"REBOUCAS, AV",NA,,1101,,05/05/2013 01:25,2,CO,14,4440, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,2,0,"REBOUCAS, AV 1101 SAO PAULO SP",-23.5608974,-46.6722425,Point,-46.6722425,-23.5608974
1916,D021300196,12165,"LUIS ANTONIO, AV BRIG",NA,,3566,,04/02/2013 13:50,4,AT,78,947, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 3566 SAO PAULO SP",-23.5759864,-46.657953,Point,-46.657953,-23.5759864
7294,D041300676,15270,"PACAEMBU, AV",NA,,10,,20/04/2013 13:00,2,CH,23,2655, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15270,"PACAEMBU, AV",NA,,19,CAPAO REDONDO,1,0,"PACAEMBU, AV 10 SAO PAULO SP",-23.5711657,-46.6443032,Point,-46.6443032,-23.5711657
3355,D021300071,13614,"MARTINHO PRADO, RUA",NA,,127,,26/02/2013 16:55,2,QM,4,1476, , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13614,"MARTINHO PRADO, RUA",NA,,67,REPUBLICA,1,0,"MARTINHO PRADO, RUA 127 SAO PAULO SP",-23.5497784,-46.646294,Point,-46.646294,-23.5497784
8716,D051300113,8871,"HUMAITA, RUA",NA,,156,,09/05/2013 18:49,4,AT,5,2523, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871,"HUMAITA, RUA",NA,,7,BELA VISTA,1,0,"HUMAITA, RUA 156 SAO PAULO SP",-23.559301,-46.6401285,Point,-46.6401285,-23.559301
1743,D021300057,2617,"AVANHANDAVA, RUA",NA,,63,,01/02/2013 20:18,4,AT,4,876, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,"AVANHANDAVA, RUA",NA,,67,REPUBLICA,1,0,"AVANHANDAVA, RUA 63 SAO PAULO SP",-23.5501964,-46.6450872,Point,-46.6450872,-23.5501964
11181,D061300106,12165,"LUIS ANTONIO, AV BRIG",NA,,758,,12/06/2013 18:41,2,CO,5,5112, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 758 SAO PAULO SP",-23.5569648,-46.6404568,Point,-46.6404568,-23.5569648
4543,D031300570,16919,"REBOUCAS, AV",NA,,1164,,13/03/2013 21:40,2,CT,14,2369,B, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1164 SAO PAULO SP",-23.5607379,-46.6730424,Point,-46.6730424,-23.5607379
3495,D031300542,16919,"REBOUCAS, AV",NA,,1164,,01/03/2013 06:45,2,CO,14,1953, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1164 SAO PAULO SP",-23.5607379,-46.6730424,Point,-46.6730424,-23.5607379
6128,D041300097,9562,"ITAPOLIS, RUA",NA,,555,,04/04/2013 21:00,4,AT,4,2652, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9562,"ITAPOLIS, RUA",NA,,26,CONSOLACAO,1,0,"ITAPOLIS, RUA 555 SAO PAULO SP",-23.5478245,-46.6641066,Point,-46.6641066,-23.5478245
4215,D031300258,2164,"ARGENTINA, RUA",3440,"BOLIVIA, RUA",0,,09/03/2013 21:07,2,CO,78,1868, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2164,"ARGENTINA, RUA",3440,"BOLIVIA, RUA",44,JARDIM PAULISTA,1,0,"ARGENTINA, RUA SAO PAULO SP &  BOLIVIA, RUA SAO PAULO SP",-23.5716157,-46.6689462,Point,-46.6689462,-23.5716157
71,D011300095,5887,"DIOGO, RUA MAJ",NA,,53,,02/01/2013 22:49,2,QM,5,38, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5887,"DIOGO, RUA MAJ",NA,,67,REPUBLICA,1,0,"DIOGO, RUA MAJ 53 SAO PAULO SP",-23.5515923,-46.6433743,Point,-46.6433743,-23.5515923
2681,D021300663,15761,"PAULO MARANHAO, RUA",NA,,4,,16/02/2013 22:00,4,AT,75,1277, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15761,"PAULO MARANHAO, RUA",NA,,13,CACHOEIRINHA,1,0,"PAULO MARANHAO, RUA 4 SAO PAULO SP",-23.5462261,-46.6528823,Point,-46.6528823,-23.5462261
3139,D021300086,12165,"LUIS ANTONIO, AV BRIG",NA,,700,,23/02/2013 13:35,4,AT,5,1025, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 700 SAO PAULO SP",-23.5566316,-46.6401697,Point,-46.6401697,-23.5566316
3977,D031300113,19583,"VERGUEIRO, RUA",NA,,266,,06/03/2013 20:03,4,AT,5,1284, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583,"VERGUEIRO, RUA",NA,,33,IPIRANGA,1,0,"VERGUEIRO, RUA 266 SAO PAULO SP",-23.564527,-46.639603,Point,-46.639603,-23.564527
749,D011300069,13632,"MARTINS FONTES, RUA",NA,,270,,16/01/2013 09:00,2,CO,4,422, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632,"MARTINS FONTES, RUA",NA,,67,REPUBLICA,1,0,"MARTINS FONTES, RUA 270 SAO PAULO SP",-23.5495936,-46.6449726,Point,-46.6449726,-23.5495936
3060,D021300205,12165,"LUIS ANTONIO, AV BRIG",NA,,3722,,22/02/2013 12:22,2,CO,78,1433, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 3722 SAO PAULO SP",-23.5769884,-46.6590507,Point,-46.6590507,-23.5769884
2775,D021300082,35600,"PEDROSO, VD",NA,,111,,18/02/2013 16:20,2,CT,5,907, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16010,"PEDROSO, RUA",NA,,17,CAMPO LIMPO,1,0,"PEDROSO, VD 111 SAO PAULO SP",-23.5630763,-46.6391091,Point,-46.6391091,-23.5630763
11135,D061300350,19271,"TUTOIA, RUA",16350,"PIRAPORA, RUA",0,,12/06/2013 07:56,4,AT,36,2528, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16350,"PIRAPORA, RUA",19271,"TUTOIA, RUA",63,PINHEIROS,1,0,"TUTOIA, RUA SAO PAULO SP &  PIRAPORA, RUA SAO PAULO SP",-23.5764831,-46.6507795,Point,-46.6507795,-23.5764831
10616,D061300361,3274,"BERNARDINO DE CAMPOS, AV",NA,,79,,05/06/2013 15:30,2,CO,36,3344, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,"BERNARDINO DE CAMPOS, AV",NA,,92,VILA MARIANA,1,0,"BERNARDINO DE CAMPOS, AV 79 SAO PAULO SP",-23.5719623,-46.643192,Point,-46.643192,-23.5719623
735,D011300090,12165,"LUIS ANTONIO, AV BRIG",NA,,683,,15/01/2013 21:10,4,AT,5,376, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 683 SAO PAULO SP",-23.5562471,-46.6396818,Point,-46.6396818,-23.5562471
934,D011300308,6356,"ELISEU GUILHERME, RUA DESEM",NA,,126,,19/01/2013 09:20,4,AT,36,286, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6356,"ELISEU GUILHERME, RUA DESEM",NA,,92,VILA MARIANA,1,0,"ELISEU GUILHERME, RUA DESEM 126 SAO PAULO SP",-23.5728996,-46.643979,Point,-46.643979,-23.5728996
9659,D051300122,19583,"VERGUEIRO, RUA",NA,,133,,22/05/2013 15:00,2,CO,5,2729,B, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583,"VERGUEIRO, RUA",NA,,33,IPIRANGA,1,0,"VERGUEIRO, RUA 133 SAO PAULO SP",-23.5631395,-46.6387801,Point,-46.6387801,-23.5631395
10409,D061300202,14804,"NOVE DE JULHO, AV",NA,,530,,03/06/2013 07:40,4,AT,78,4730, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 530 SAO PAULO SP",-23.5502138,-46.6434929,Point,-46.6434929,-23.5502138
5564,D031300608,19544,"VENEZA, RUA",8225,"GROENLANDIA, RUA",0,,28/03/2013 05:30,2,CO,15,1521, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8225,"GROENLANDIA, RUA",19544,"VENEZA, RUA",44,JARDIM PAULISTA,1,0,"VENEZA, RUA SAO PAULO SP &  GROENLANDIA, RUA SAO PAULO SP",-23.5764715,-46.6630863,Point,-46.6630863,-23.5764715
7350,D041300643,5175,"COLOMBIA, RUA",8225,"GROENLANDIA, RUA",0,,21/04/2013 05:00,2,SI,15,3863, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,"COLOMBIA, RUA",8225,"GROENLANDIA, RUA",44,JARDIM PAULISTA,2,0,"COLOMBIA, RUA SAO PAULO SP &  GROENLANDIA, RUA SAO PAULO SP",-23.5693484,-46.6719364,Point,-46.6719364,-23.5693484
5626,D031300611,5175,"COLOMBIA, RUA",5443,"COSTA RICA, RUA",0,,28/03/2013 19:00,2,CO,15,1539, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,"COLOMBIA, RUA",5443,"COSTA RICA, RUA",44,JARDIM PAULISTA,1,0,"COLOMBIA, RUA SAO PAULO SP &  COSTA RICA, RUA SAO PAULO SP",-23.5693484,-46.6719364,Point,-46.6719364,-23.5693484
10090,D051300276,5245,"CONSOLACAO, RUA DA",NA,,585,,28/05/2013 19:50,2,QM,78,6034, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,2,0,"CONSOLACAO, RUA DA 585 SAO PAULO SP",-23.5473924,-46.6471162,Point,-46.6471162,-23.5473924
10531,D061300480,16919,"REBOUCAS, AV",NA,,1330,,04/06/2013 12:00,4,AT,14,5691, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1330 SAO PAULO SP",-23.561783,-46.6743007,Point,-46.6743007,-23.561783
1199,D011300081,5245,"CONSOLACAO, RUA DA",NA,,574,,23/01/2013 08:07,2,CT,4,580, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 574 SAO PAULO SP",-23.5473342,-46.6470693,Point,-46.6470693,-23.5473342
3287,D021300093,1521,"ANTONIO, RUA STO",13614,"MARTINHO PRADO, RUA",0,,25/02/2013 22:34,2,CO,5,1534, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",13614,"MARTINHO PRADO, RUA",67,REPUBLICA,1,0,"ANTONIO, RUA STO SAO PAULO SP &  MARTINHO PRADO, RUA SAO PAULO SP",-23.5507601,-46.6426817,Point,-46.6426817,-23.5507601
5114,D031300031,1521,"ANTONIO, RUA STO",9758,"JACAREI, VD",0,,21/03/2013 19:00,2,CF,1,2353, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",9758,"JACAREI, VD",67,REPUBLICA,1,0,"ANTONIO, RUA STO SAO PAULO SP &  JACAREI, VD SAO PAULO SP",-23.5507601,-46.6426817,Point,-46.6426817,-23.5507601
8734,D051300095,13632,"MARTINS FONTES, RUA",NA,,205,,10/05/2013 01:25,2,CL,4,3890,C, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632,"MARTINS FONTES, RUA",NA,,67,REPUBLICA,2,0,"MARTINS FONTES, RUA 205 SAO PAULO SP",-23.5493071,-46.6441688,Point,-46.6441688,-23.5493071
1915,D021300415,16919,"REBOUCAS, AV",NA,,1332,,04/02/2013 13:44,2,SI,14,196, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 1332 SAO PAULO SP",-23.5617965,-46.6743603,Point,-46.6743603,-23.5617965
