,id_acidente,codloga,logradouroA,codlogb,logradouroB,alt_num,referencia,data,cod_acid,tipo_acidente,dp,numero_BO,sentido,pista,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_informacao,carroca,princ_a,paiA,princ_b,paiB,cod_distrito,distrito,vit_ferida,vit_morta,local,lat,lon,loc/type,loc/coordinates/0,loc/coordinates/1
11226,D061300096,6919,"FAUSTO FERRAZ, RUA DR",NA,,52,,13/06/2013 10:13,4,AT,5,3110, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6919,"FAUSTO FERRAZ, RUA DR",NA,,17,CAMPO LIMPO,1,0,"FAUSTO FERRAZ, RUA DR 52 SAO PAULO SP",-23.5661961,-46.6456511,Point,-46.6456511,-23.5661961
7724,D041300299,14804,"NOVE DE JULHO, AV",NA,,3519,,26/04/2013 13:43,4,AT,78,3375, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 3519 SAO PAULO SP",-23.5707949,-46.6625327,Point,-46.6625327,-23.5707949
4805,D031300092,2497,"AUGUSTA, RUA",NA,,2823,,17/03/2013 20:37,2,CL,4,2114, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",NA,,26,CONSOLACAO,1,0,"AUGUSTA, RUA 2823 SAO PAULO SP",-23.5653635,-46.6676347,Point,-46.6676347,-23.5653635
6040,D041300091,2271,"ARNALDO, AV DR",NA,,50,,03/04/2013 16:43,2,QD,4,2481, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2271,"ARNALDO, AV DR",NA,,26,CONSOLACAO,1,0,"ARNALDO, AV DR 50 SAO PAULO SP",-23.5558417,-46.6669274,Point,-46.6669274,-23.5558417
8559,D051300269,13795,"MELO ALVES, RUA",NA,,74,,07/05/2013 20:15,4,AT,78,4557, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13795,"MELO ALVES, RUA",NA,,44,JARDIM PAULISTA,1,0,"MELO ALVES, RUA 74 SAO PAULO SP",-23.5587176,-46.6682487,Point,-46.6682487,-23.5587176
5443,D031300122,12165,"LUIS ANTONIO, AV BRIG",NA,,1404,,26/03/2013 13:40,2,CO,5,1662, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 1404 SAO PAULO SP",-23.5612315,-46.6441433,Point,-46.6441433,-23.5612315
8754,D051300127,4410,"CARLOS SAMPAIO, RUA",NA,,150,,10/05/2013 08:40,2,CL,5,3691,C, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410,"CARLOS SAMPAIO, RUA",NA,,7,BELA VISTA,1,0,"CARLOS SAMPAIO, RUA 150 SAO PAULO SP",-23.5670933,-46.6457571,Point,-46.6457571,-23.5670933
2619,D021300067,2497,"AUGUSTA, RUA",NA,,475,,15/02/2013 20:30,2,CO,4,1237, , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",NA,,26,CONSOLACAO,1,0,"AUGUSTA, RUA 475 SAO PAULO SP",-23.5513914,-46.6505181,Point,-46.6505181,-23.5513914
10387,D061300201,2965,"BATATAES, RUA",NA,,34,,02/06/2013 19:37,2,CO,78,4729, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965,"BATATAES, RUA",NA,,44,JARDIM PAULISTA,1,0,"BATATAES, RUA 34 SAO PAULO SP",-23.5727065,-46.6546834,Point,-46.6546834,-23.5727065
8356,D051300560,16919,"REBOUCAS, AV",NA,,600,,05/05/2013 14:00,2,CO,14,4464, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 600 SAO PAULO SP",-23.5583873,-46.6684272,Point,-46.6684272,-23.5583873
11538,D061300219,15372,"PAMPLONA, RUA",NA,,1819,,17/06/2013 15:55,2,CO,78,5299, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15372,"PAMPLONA, RUA",NA,,17,CAMPO LIMPO,1,0,"PAMPLONA, RUA 1819 SAO PAULO SP",-23.5718609,-46.661558,Point,-46.661558,-23.5718609
7821,D041300301,6651,"ESTADOS UNIDOS, RUA",NA,,1000,,27/04/2013 15:45,2,CO,78,3615, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,"ESTADOS UNIDOS, RUA",NA,,44,JARDIM PAULISTA,1,0,"ESTADOS UNIDOS, RUA 1000 SAO PAULO SP",-23.5697894,-46.6649565,Point,-46.6649565,-23.5697894
8673,D051300275,3034,"BELA CINTRA, RUA",NA,,2114,,09/05/2013 11:30,4,AT,78,4751, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3034,"BELA CINTRA, RUA",NA,,26,CONSOLACAO,1,0,"BELA CINTRA, RUA 2114 SAO PAULO SP",-23.5629995,-46.6688289,Point,-46.6688289,-23.5629995
2617,D021300065,2497,"AUGUSTA, RUA",NA,,437,,15/02/2013 20:10,2,CO,4,1209, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",NA,,26,CONSOLACAO,1,0,"AUGUSTA, RUA 437 SAO PAULO SP",-23.5513238,-46.6501543,Point,-46.6501543,-23.5513238
4027,D031300815,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,1482,,07/03/2013 12:55,4,AT,46,1176, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,41,JARAGUA,1,0,"ALEXIOS JAFET (ESTR.CAMPINAS), AV 1482 SAO PAULO SP",-23.5725526,-46.6597339,Point,-46.6597339,-23.5725526
9680,D051300104,5245,"CONSOLACAO, RUA DA",NA,,1376,,22/05/2013 19:00,2,CO,4,4365, , ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 1376 SAO PAULO SP",-23.5499278,-46.6542628,Point,-46.6542628,-23.5499278
10262,D051300274,12165,"LUIS ANTONIO, AV BRIG",NA,,1343,,31/05/2013 18:20,2,CO,78,4654, , ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 1343 SAO PAULO SP",-23.5608919,-46.6436148,Point,-46.6436148,-23.5608919
8884,D051300089,2271,"ARNALDO, AV DR",NA,,264,,12/05/2013 00:35,2,CT,4,3698,B, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271,"ARNALDO, AV DR",NA,,26,CONSOLACAO,1,0,"ARNALDO, AV DR 264 SAO PAULO SP",-23.5553246,-46.6673341,Point,-46.6673341,-23.5553246
5156,D031300093,14433,"NATANAEL, RUA MAJ",NA,,235,,22/03/2013 08:57,2,QM,4,2144, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14433,"NATANAEL, RUA MAJ",NA,,26,CONSOLACAO,1,0,"NATANAEL, RUA MAJ 235 SAO PAULO SP",-23.5550539,-46.6672727,Point,-46.6672727,-23.5550539
1261,D011300195,6651,"ESTADOS UNIDOS, RUA",2497,"AUGUSTA, RUA",0,,24/01/2013 11:05,2,CO,78,623,C, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",6651,"ESTADOS UNIDOS, RUA",44,JARDIM PAULISTA,1,0,"ESTADOS UNIDOS, RUA SAO PAULO SP &  AUGUSTA, RUA SAO PAULO SP",-23.5712648,-46.6634934,Point,-46.6634934,-23.5712648
10522,D061300216,6651,"ESTADOS UNIDOS, RUA",15372,"PAMPLONA, RUA",0,,04/06/2013 09:40,2,CO,78,5081, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,"ESTADOS UNIDOS, RUA",15372,"PAMPLONA, RUA",44,JARDIM PAULISTA,1,0,"ESTADOS UNIDOS, RUA SAO PAULO SP &  PAMPLONA, RUA SAO PAULO SP",-23.5712648,-46.6634934,Point,-46.6634934,-23.5712648
4895,D031300428,13248,"MARIA FIGUEIREDO, RUA",13446,"MARIO AMARAL, RUA",0,,18/03/2013 18:30,2,CO,36,1231, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13248,"MARIA FIGUEIREDO, RUA",13446,"MARIO AMARAL, RUA",92,VILA MARIANA,1,0,"MARIA FIGUEIREDO, RUA SAO PAULO SP &  MARIO AMARAL, RUA SAO PAULO SP",-23.5716223,-46.6498002,Point,-46.6498002,-23.5716223
3511,D031300081,14433,"NATANAEL, RUA MAJ",NA,,223,,01/03/2013 09:45,4,AT,4,1150, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14433,"NATANAEL, RUA MAJ",NA,,26,CONSOLACAO,1,0,"NATANAEL, RUA MAJ 223 SAO PAULO SP",-23.5549955,-46.6673513,Point,-46.6673513,-23.5549955
224,D011300381,16919,"REBOUCAS, AV",NA,,623,,07/01/2013 01:50,2,SI,14,163, , ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 623 SAO PAULO SP",-23.5590312,-46.669182,Point,-46.669182,-23.5590312
5950,D041300284,3581,"BRASIL, AV",NA,,299,,02/04/2013 15:00,2,CO,78,2843, , ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,"BRASIL, AV",NA,,63,PINHEIROS,1,0,"BRASIL, AV 299 SAO PAULO SP",-23.5694659,-46.6467568,Point,-46.6467568,-23.5694659
3532,D031300255,14804,"NOVE DE JULHO, AV",NA,,3700,,01/03/2013 15:10,2,CO,78,1649, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 3700 SAO PAULO SP",-23.5713702,-46.6636746,Point,-46.6636746,-23.5713702
11214,D061300489,16919,"REBOUCAS, AV",NA,,677,,13/06/2013 07:50,2,CL,14,6045, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919,"REBOUCAS, AV",NA,,44,JARDIM PAULISTA,1,0,"REBOUCAS, AV 677 SAO PAULO SP",-23.5590766,-46.6692634,Point,-46.6692634,-23.5590766
3274,D021300062,14433,"NATANAEL, RUA MAJ",4590,"CATANDUVA, RUA",0,,25/02/2013 16:20,2,TB,4,1054, , ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4590,"CATANDUVA, RUA",14433,"NATANAEL, RUA MAJ",26,CONSOLACAO,4,0,"NATANAEL, RUA MAJ SAO PAULO SP &  CATANDUVA, RUA SAO PAULO SP",-23.5541605,-46.6669735,Point,-46.6669735,-23.5541605
1551,D011300085,14433,"NATANAEL, RUA MAJ",2271,"ARNALDO, AV DR",0,,29/01/2013 19:00,2,CO,4,827, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2271,"ARNALDO, AV DR",14433,"NATANAEL, RUA MAJ",26,CONSOLACAO,1,0,"NATANAEL, RUA MAJ SAO PAULO SP &  ARNALDO, AV DR SAO PAULO SP",-23.5541605,-46.6669735,Point,-46.6669735,-23.5541605
7583,D041300297,6651,"ESTADOS UNIDOS, RUA",NA,,1339,,24/04/2013 14:58,4,AT,78,3212, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,"ESTADOS UNIDOS, RUA",NA,,44,JARDIM PAULISTA,1,0,"ESTADOS UNIDOS, RUA 1339 SAO PAULO SP",-23.5679481,-46.6675228,Point,-46.6675228,-23.5679481
9891,D051300136,12478,"MADALENA, RUA STA",694,"ALFREDO ELLIS, RUA DR",0,,25/05/2013 15:49,4,AT,5,4458, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,"ALFREDO ELLIS, RUA DR",12478,"MADALENA, RUA STA",7,BELA VISTA,1,0,"MADALENA, RUA STA SAO PAULO SP &  ALFREDO ELLIS, RUA DR SAO PAULO SP",-23.5630928,-46.6432257,Point,-46.6432257,-23.5630928
5947,D041300120,2368,"ARTUR PRADO, RUA",NA,,449,,02/04/2013 14:15,2,CO,5,1779, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,"ARTUR PRADO, RUA",NA,,7,BELA VISTA,1,0,"ARTUR PRADO, RUA 449 SAO PAULO SP",-23.5644129,-46.6434653,Point,-46.6434653,-23.5644129
1931,D021301110,4502,"CARRAO, AV CONS",NA,,153,,04/02/2013 16:50,2,CL,30,701, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4502,"CARRAO, AV CONS",NA,,20,CARRAO,2,0,"CARRAO, AV CONS 153 SAO PAULO SP",-23.5575926,-46.6436864,Point,-46.6436864,-23.5575926
6765,D041300276,15656,"PAULISTA, AV",NA,,266,,12/04/2013 23:00,2,CO,78,2417, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15656,"PAULISTA, AV",NA,,7,BELA VISTA,1,0,"PAULISTA, AV 266 SAO PAULO SP",-23.5695519,-46.6463766,Point,-46.6463766,-23.5695519
11044,D061300105,19154,"TREZE DE MAIO, RUA",NA,,1610,,10/06/2013 21:11,2,CO,5,5029, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19154,"TREZE DE MAIO, RUA",NA,,17,CAMPO LIMPO,1,0,"TREZE DE MAIO, RUA 1610 SAO PAULO SP",-23.5673245,-46.6445758,Point,-46.6445758,-23.5673245
5566,D031300134,12165,"LUIS ANTONIO, AV BRIG",NA,,1200,,28/03/2013 06:40,2,CT,5,2433, , ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12165,"LUIS ANTONIO, AV BRIG",NA,,7,BELA VISTA,1,0,"LUIS ANTONIO, AV BRIG 1200 SAO PAULO SP",-23.5597489,-46.6428948,Point,-46.6428948,-23.5597489
8710,D051300086,2497,"AUGUSTA, RUA",NA,,280,,09/05/2013 18:00,2,QM,4,3324, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",NA,,26,CONSOLACAO,2,0,"AUGUSTA, RUA 280 SAO PAULO SP",-23.5508654,-46.6489999,Point,-46.6489999,-23.5508654
6840,D041300138,11538,"LAERTE RAMOS DE CARVALHO, RUA PROF",NA,,133,,14/04/2013 01:56,4,AT,5,2994, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11538,"LAERTE RAMOS DE CARVALHO, RUA PROF",NA,,67,REPUBLICA,1,0,"LAERTE RAMOS DE CARVALHO, RUA PROF 133 SAO PAULO SP",-23.5545573,-46.6449489,Point,-46.6449489,-23.5545573
2092,D021300059,5245,"CONSOLACAO, RUA DA",NA,,1272,,07/02/2013 08:25,4,AT,4,986, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 1272 SAO PAULO SP",-23.549203,-46.6531665,Point,-46.6531665,-23.549203
8468,D051300625,9472,"ITAJOBI, RUA",NA,,80,,06/05/2013 19:25,2,CL,23,2505, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9472,"ITAJOBI, RUA",NA,,26,CONSOLACAO,1,0,"ITAJOBI, RUA 80 SAO PAULO SP",-23.5525603,-46.6662138,Point,-46.6662138,-23.5525603
6417,D041300456,3460,"BOMBEIROS, RUA DOS",NA,,60,,08/04/2013 12:19,4,AT,36,1748, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,"BOMBEIROS, RUA DOS",NA,,53,MOEMA,1,0,"BOMBEIROS, RUA DOS 60 SAO PAULO SP",-23.5738508,-46.6542121,Point,-46.6542121,-23.5738508
1377,D011300311,18770,"TEIXEIRA DA SILVA, RUA",17791,"SANTOS, AL",0,,26/01/2013 08:22,2,CO,36,397, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17791,"SANTOS, AL",18770,"TEIXEIRA DA SILVA, RUA",NA,,1,0,"TEIXEIRA DA SILVA, RUA SAO PAULO SP &  SANTOS, AL SAO PAULO SP",-23.5718889,-46.6485568,Point,-46.6485568,-23.5718889
11261,D061300686,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,1806,,13/06/2013 18:38,2,CO,46,2710, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,41,JARAGUA,1,0,"ALEXIOS JAFET (ESTR.CAMPINAS), AV 1806 SAO PAULO SP",-23.5734908,-46.6606693,Point,-46.6606693,-23.5734908
1532,D011300542,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,1808,,29/01/2013 13:14,2,SI,46,490, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46890,"ALEXIOS JAFET (ESTR.CAMPINAS), AV",NA,,41,JARAGUA,1,0,"ALEXIOS JAFET (ESTR.CAMPINAS), AV 1808 SAO PAULO SP",-23.5734913,-46.6606698,Point,-46.6606698,-23.5734913
2235,D021300199,14804,"NOVE DE JULHO, AV",6651,"ESTADOS UNIDOS, RUA",0,,09/02/2013 07:20,2,CO,78,1068,B, ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6651,"ESTADOS UNIDOS, RUA",14804,"NOVE DE JULHO, AV",44,JARDIM PAULISTA,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  ESTADOS UNIDOS, RUA SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
553,D011300421,14804,"NOVE DE JULHO, AV",2783,"BANDEIRA PAULISTA, RUA",0,,12/01/2013 08:33,2,CO,15,143, , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2783,"BANDEIRA PAULISTA, RUA",14804,"NOVE DE JULHO, AV",34,ITAIM BIBI,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  BANDEIRA PAULISTA, RUA SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
8588,D051300257,14804,"NOVE DE JULHO, AV",3581,"BRASIL, AV",0,,08/05/2013 09:21,4,AT,78,3828,C, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,"BRASIL, AV",14804,"NOVE DE JULHO, AV",44,JARDIM PAULISTA,2,0,"NOVE DE JULHO, AV SAO PAULO SP &  BRASIL, AV SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
4208,D031300259,14804,"NOVE DE JULHO, AV",11989,"LORENA, AL",0,,09/03/2013 19:00,2,CO,78,1869,B, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11989,"LORENA, AL",14804,"NOVE DE JULHO, AV",44,JARDIM PAULISTA,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  LORENA, AL SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
4559,D031300615,14804,"NOVE DE JULHO, AV",8225,"GROENLANDIA, RUA",0,,14/03/2013 07:10,2,CL,15,2002, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8225,"GROENLANDIA, RUA",14804,"NOVE DE JULHO, AV",44,JARDIM PAULISTA,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  GROENLANDIA, RUA SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
9144,D051300262,14804,"NOVE DE JULHO, AV",3581,"BRASIL, AV",0,,15/05/2013 13:58,2,QD,78,4102,C, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,"BRASIL, AV",14804,"NOVE DE JULHO, AV",44,JARDIM PAULISTA,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  BRASIL, AV SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
10910,D061300530,14804,"NOVE DE JULHO, AV",2783,"BANDEIRA PAULISTA, RUA",0,,09/06/2013 01:55,4,AT,15,5875, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,"BANDEIRA PAULISTA, RUA",14804,"NOVE DE JULHO, AV",34,ITAIM BIBI,1,0,"NOVE DE JULHO, AV SAO PAULO SP &  BANDEIRA PAULISTA, RUA SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
7877,D041300648,14804,"NOVE DE JULHO, AV",10189,"JOAO CACHOEIRA, RUA",0,,28/04/2013 12:56,2,CO,15,4175, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10189,"JOAO CACHOEIRA, RUA",14804,"NOVE DE JULHO, AV",34,ITAIM BIBI,2,0,"NOVE DE JULHO, AV SAO PAULO SP &  JOAO CACHOEIRA, RUA SAO PAULO SP",-23.5517584,-46.6473069,Point,-46.6473069,-23.5517584
12347,D061300111,10407,"JOAO PASSALAQUA, RUA",NA,,30,,29/06/2013 20:24,4,AT,5,5744, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407,"JOAO PASSALAQUA, RUA",NA,,67,REPUBLICA,1,0,"JOAO PASSALAQUA, RUA 30 SAO PAULO SP",-23.5529345,-46.6459799,Point,-46.6459799,-23.5529345
6878,D041300288,14804,"NOVE DE JULHO, AV",NA,,3809,,14/04/2013 19:08,2,CO,78,3015, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,"NOVE DE JULHO, AV",NA,,63,PINHEIROS,1,0,"NOVE DE JULHO, AV 3809 SAO PAULO SP",-23.5719991,-46.6641022,Point,-46.6641022,-23.5719991
3944,D031300257,5245,"CONSOLACAO, RUA DA",NA,,3555,,06/03/2013 15:39,4,AT,78,1800, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5245,"CONSOLACAO, RUA DA",NA,,26,CONSOLACAO,1,0,"CONSOLACAO, RUA DA 3555 SAO PAULO SP",-23.5628514,-46.6702521,Point,-46.6702521,-23.5628514
8153,D051300083,2617,"AVANHANDAVA, RUA",NA,,341,,02/05/2013 17:10,4,AT,4,3165, , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,"AVANHANDAVA, RUA",NA,,67,REPUBLICA,1,0,"AVANHANDAVA, RUA 341 SAO PAULO SP",-23.5516025,-46.6472216,Point,-46.6472216,-23.5516025
6039,D041300121,21822,"QUATORZE DE JULHO, RUA",16849,"RAMALHO, RUA CONS",0,,03/04/2013 16:40,2,CO,5,1801, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16849,"RAMALHO, RUA CONS",21822,"QUATORZE DE JULHO, RUA",67,REPUBLICA,1,0,"QUATORZE DE JULHO, RUA SAO PAULO SP &  RAMALHO, RUA CONS SAO PAULO SP",-23.5540264,-46.6447904,Point,-46.6447904,-23.5540264
11022,D061300077,3874,"CAIO PRADO, RUA",2497,"AUGUSTA, RUA",0,,10/06/2013 16:10,4,AT,4,4058, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,"AUGUSTA, RUA",3874,"CAIO PRADO, RUA",26,CONSOLACAO,1,0,"CAIO PRADO, RUA SAO PAULO SP &  AUGUSTA, RUA SAO PAULO SP",-23.5509966,-46.647797,Point,-46.647797,-23.5509966
9972,D051300138,1521,"ANTONIO, RUA STO",NA,,820,,27/05/2013 00:02,2,CT,5,4499, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",NA,,67,REPUBLICA,1,0,"ANTONIO, RUA STO 820 SAO PAULO SP",-23.5523094,-46.6461269,Point,-46.6461269,-23.5523094
9037,D051300660,15270,"PACAEMBU, AV",NA,,200,,14/05/2013 03:02,4,AT,23,900133, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15270,"PACAEMBU, AV",NA,,19,CAPAO REDONDO,1,0,"PACAEMBU, AV 200 SAO PAULO SP",-23.5700571,-46.645674,Point,-46.645674,-23.5700571
10812,D061300214,8815,"HONDURAS, RUA",NA,,1024,,07/06/2013 20:52,2,CO,78,4930, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8815,"HONDURAS, RUA",NA,,44,JARDIM PAULISTA,1,0,"HONDURAS, RUA 1024 SAO PAULO SP",-23.5707722,-46.6664426,Point,-46.6664426,-23.5707722
2919,D021300084,21822,"QUATORZE DE JULHO, RUA",NA,,114,,20/02/2013 13:30,2,CO,5,953, , ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21822,"QUATORZE DE JULHO, RUA",NA,,17,CAMPO LIMPO,1,0,"QUATORZE DE JULHO, RUA 114 SAO PAULO SP",-23.554408,-46.644189,Point,-46.644189,-23.554408
8762,D051300115,5887,"DIOGO, RUA MAJ",1521,"ANTONIO, RUA STO",0,,10/05/2013 10:00,4,AT,5,2539, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,"ANTONIO, RUA STO",5887,"DIOGO, RUA MAJ",67,REPUBLICA,1,0,"DIOGO, RUA MAJ SAO PAULO SP &  ANTONIO, RUA STO SAO PAULO SP",-23.5560898,-46.6430367,Point,-46.6430367,-23.5560898
10703,D061300210,5175,"COLOMBIA, RUA",NA,,99,,06/06/2013 17:14,2,CO,78,4875, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,"COLOMBIA, RUA",NA,,44,JARDIM PAULISTA,1,0,"COLOMBIA, RUA 99 SAO PAULO SP",-23.5671209,-46.6695765,Point,-46.6695765,-23.5671209
982,D011300074,2617,"AVANHANDAVA, RUA",NA,,281,,20/01/2013 00:59,4,AT,4,502, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2617,"AVANHANDAVA, RUA",NA,,67,REPUBLICA,1,0,"AVANHANDAVA, RUA 281 SAO PAULO SP",-23.5511593,-46.6469373,Point,-46.6469373,-23.5511593
5518,D031300098,18040,"SERGIPE, RUA",NA,,372,,27/03/2013 13:39,2,CT,4,2280, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18040,"SERGIPE, RUA",NA,,7,BELA VISTA,1,0,"SERGIPE, RUA 372 SAO PAULO SP",-23.5479635,-46.6573588,Point,-46.6573588,-23.5479635
7544,D041300143,15656,"PAULISTA, AV",NA,,140,,23/04/2013 21:58,2,QD,5,3295, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15656,"PAULISTA, AV",NA,,7,BELA VISTA,1,0,"PAULISTA, AV 140 SAO PAULO SP",-23.57032,-46.6453607,Point,-46.6453607,-23.57032
10420,D061300223,4070,"CANADA, RUA",NA,,215,,03/06/2013 09:50,4,AT,78,5568, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4070,"CANADA, RUA",NA,,44,JARDIM PAULISTA,1,0,"CANADA, RUA 215 SAO PAULO SP",-23.5715471,-46.6660958,Point,-46.6660958,-23.5715471
